name,chr,start,end,PrL.prob,geneName,location
prL377,chr12,69197014.0,69198013.0,0.9976,1110034A24Rik,genic
prL378,chr13,21180132.0,21181131.0,0.9976,Trim27,genic
prL379,chr15,90223570.0,90224569.0,0.9976,Alg10b,overlapTSS
prL380,chr17,28328056.0,28329055.0,0.9976,Rpl10a,overlapTSS
prL381,chr19,41847511.0,41848510.0,0.9976,Frat2,overlapTSS
prL382,chr2,131179265.0,131180264.0,0.9976,Spef1,genic
prL383,chr4,117155396.0,117156395.0,0.9976,Rps8,overlapTSS
prL384,chr4,135855086.0,135856085.0,0.9976,Sfrs13a,overlapTSS
prL385,chr5,92504975.0,92505974.0,0.9976,Scarb2,overlapTSS
prL386,chr5,115488992.0,115489991.0,0.9976,U4,genic
prL387,chr5,143817132.0,143818131.0,0.9976,Eif2ak1,overlapTSS
prL388,chr6,30174001.0,30175000.0,0.9976,mmu-mir-183,upstream
prL389,chr6,120293983.0,120294982.0,0.9976,B4galnt3,overlapTSS
prL390,chr6,120835983.0,120836982.0,0.9976,Bcl2l13,overlapTSS
prL391,chr6,137734480.0,137735479.0,0.9976,Strap,overlapTSS
prL392,chr7,126861487.0,126862486.0,0.9976,Ino80e,overlapTSS
prL393,chr8,123949101.0,123950100.0,0.9976,Galnt2,genic
prL394,chr9,35267416.0,35268415.0,0.9976,Fam118b,overlapTSS
prL395,chr1,57406157.0,57407156.0,0.9975,AC161493.2,overlapTSS
prL396,chr1,72236427.0,72237426.0,0.9975,AC114905.1,overlapTSS
prL397,chr10,22731195.0,22732194.0,0.9975,Tbpl1,overlapTSS
prL398,chr10,23786195.0,23787194.0,0.9975,Rps12,genic
prL399,chr10,58446253.0,58447252.0,0.9975,Ranbp2,overlapTSS
prL400,chr10,128547945.0,128548944.0,0.9975,Zc3h10,upstream
prL401,chr11,58103499.0,58104498.0,0.9975,Cnot8,overlapTSS
prL402,chr11,62538499.0,62539498.0,0.9975,Cenpv,overlapTSS
prL403,chr11,70654499.0,70655498.0,0.9975,Pfn1,overlapTSS
prL404,chr12,86947051.0,86948050.0,0.9975,2310044G17Rik,overlapTSS
prL405,chr14,54876164.0,54877163.0,0.9975,Ppp1r3e,overlapTSS
prL406,chr15,100494570.0,100495569.0,0.9975,Csrnp2,overlapTSS
prL407,chr16,78575756.0,78576755.0,0.9975,D16Ertd472e,overlapTSS
prL408,chr16,91043756.0,91044755.0,0.9975,Gcfc1,overlapTSS
prL409,chr17,24205056.0,24206055.0,0.9975,Tbc1d24,overlapTSS
prL410,chr19,8722511.0,8723510.0,0.9975,SNORD25,upstream
prL411,chr2,75703944.0,75704943.0,0.9975,Nfe2l2,overlapTSS
prL412,chr3,87906079.0,87907078.0,0.9975,Hdgf,overlapTSS
prL413,chr4,132269086.0,132270085.0,0.9975,U11,genic
prL414,chr4,133574086.0,133575085.0,0.9975,Gpatch3,overlapTSS
prL415,chr6,71831007.0,71832006.0,0.9975,Immt,overlapTSS
prL416,chr6,87042007.0,87043006.0,0.9975,Gfpt1,overlapTSS
prL417,chr6,92214007.0,92215006.0,0.9975,Zfyve20,overlapTSS
prL418,chr7,17026652.0,17027651.0,0.9975,Ppp5c,genic
prL419,chr7,19714652.0,19715651.0,0.9975,Tomm40,overlapTSS
prL420,chr7,27227982.0,27228981.0,0.9975,Itpkc,overlapTSS
prL421,chr8,11557001.0,11558000.0,0.9975,Ing1,genic
prL422,chr8,40511647.0,40512646.0,0.9975,Cnot7,overlapTSS
prL423,chr8,85037102.0,85038101.0,0.9975,Tnpo2,genic
prL424,chr9,21723557.0,21724556.0,0.9975,Ldlr,overlapTSS
prL425,chr1,86064426.0,86065425.0,0.9974,Psmd1,genic
prL426,chr1,93803424.0,93804423.0,0.9974,Ing5,overlapTSS
prL427,chr1,171502870.0,171503869.0,0.9974,U5,genic
prL428,chr10,81643256.0,81644255.0,0.9974,Ankrd24,genic
prL429,chr10,96616367.0,96617366.0,0.9974,Btg1,overlapTSS
prL430,chr11,31369001.0,31370000.0,0.9974,Stc2,genic
prL431,chr11,50377499.0,50378498.0,0.9974,Hnrnph1,genic
prL432,chr11,100355687.0,100356686.0,0.9974,Hap1,overlapTSS
prL433,chr11,121259687.0,121260686.0,0.9974,Foxk2,genic
prL434,chr12,118301528.0,118302527.0,0.9974,Sp4,upstream
prL435,chr13,55321640.0,55322639.0,0.9974,Rab24,overlapTSS
prL436,chr13,100786046.0,100787045.0,0.9974,Ccnb1,overlapTSS
prL437,chr16,23107928.0,23108927.0,0.9974,Eif4a2,genic
prL438,chr17,25273056.0,25274055.0,0.9974,Ube2i,overlapTSS
prL439,chr2,121413265.0,121414264.0,0.9974,Catsper2,overlapTSS
prL440,chr2,157566265.0,157567264.0,0.9974,Blcap,overlapTSS
prL441,chr2,180042296.0,180043295.0,0.9974,Psma7,overlapTSS
prL442,chr5,146832425.0,146833424.0,0.9974,Rpl21,overlapTSS
prL443,chr11,101315687.0,101316686.0,0.9973,Psme3,overlapTSS
prL444,chr11,116489687.0,116490686.0,0.9973,Prpsap1,overlapTSS
prL445,chr12,3309001.0,3310000.0,0.9973,Rab10,overlapTSS
prL446,chr15,76080571.0,76081570.0,0.9973,Puf60,overlapTSS
prL447,chr16,22857928.0,22858927.0,0.9973,Dnajb11,genic
prL448,chr17,25184056.0,25185055.0,0.9973,AC130711.1,overlapTSS
prL449,chr17,66076661.0,66077660.0,0.9973,Ankrd12,overlapTSS
prL450,chr17,78936661.0,78937660.0,0.9973,Cebpz,overlapTSS
prL451,chr19,47067511.0,47068510.0,0.9973,Taf5,overlapTSS
prL452,chr2,157204265.0,157205264.0,0.9973,Rbl1,overlapTSS
prL453,chr3,107332083.0,107333082.0,0.9973,Rbm15,overlapTSS
prL454,chr4,11965854.0,11966853.0,0.9973,Pdp1,overlapTSS
prL455,chr4,40721968.0,40722967.0,0.9973,Dnaja1,overlapTSS
prL456,chr5,139826047.0,139827046.0,0.9973,Psmg3,overlapTSS
prL457,chr7,128461487.0,128462486.0,0.9973,Tial1,overlapTSS
prL458,chr8,88627102.0,88628101.0,0.9973,Snx20,genic
prL459,chr8,120667101.0,120668100.0,0.9973,Galnt2,genic
prL460,chr11,75732499.0,75733498.0,0.9972,Ywhae,overlapTSS
prL461,chr11,85139499.0,85140498.0,0.9972,Usp32,overlapTSS
prL462,chr11,119299687.0,119300686.0,0.9972,Eif4a3,overlapTSS
prL463,chr13,96542046.0,96543045.0,0.9972,Polk,overlapTSS
prL464,chr14,75284194.0,75285193.0,0.9972,Zc3h13,overlapTSS
prL465,chr15,77857571.0,77858570.0,0.9972,Myh9,intergenic
prL466,chr16,15636908.0,15637907.0,0.9972,Mcm4,overlapTSS
prL467,chr17,29032056.0,29033055.0,0.9972,AC167363.1,overlapTSS
prL468,chr17,74527661.0,74528660.0,0.9972,Birc6,overlapTSS
prL469,chr19,4625001.0,4626000.0,0.9972,Rce1,overlapTSS
prL470,chr19,15924511.0,15925510.0,0.9972,Psat1,overlapTSS
prL471,chr3,19188001.0,19189000.0,0.9972,Mtfr1,genic
prL472,chr5,36581352.0,36582351.0,0.9972,Tbc1d14,genic
prL473,chr5,76139976.0,76140975.0,0.9972,AC147239.1,genic
prL474,chr6,115807983.0,115808982.0,0.9972,Rpl32,overlapTSS
prL475,chr7,24480982.0,24481981.0,0.9972,Cadm4,upstream
prL476,chr7,24506982.0,24507981.0,0.9972,Zfp428,overlapTSS
prL477,chr7,127232487.0,127233486.0,0.9972,Gm4532,genic
prL478,chr8,95331101.0,95332100.0,0.9972,Zfp319,overlapTSS
prL479,chr9,44333918.0,44334917.0,0.9972,H2afx,overlapTSS
prL480,chr1,128416424.0,128417423.0,0.9971,Dars,overlapTSS
prL481,chr1,164248870.0,164249869.0,0.9971,Slc19a2,overlapTSS
prL482,chr10,127210945.0,127211944.0,0.9971,Pip4k2c,overlapTSS
prL483,chr11,51967499.0,51968498.0,0.9971,AL669920.2,genic
prL484,chr11,69920499.0,69921498.0,0.9971,Eif5a,overlapTSS
prL485,chr11,106998687.0,106999686.0,0.9971,Kpna2,overlapTSS
prL486,chr12,3427001.0,3428000.0,0.9971,Asxl2,genic
prL487,chr13,54589640.0,54590639.0,0.9971,Nop16,overlapTSS
prL488,chr16,36071915.0,36072914.0,0.9971,Ccdc58,overlapTSS
prL489,chr17,33940056.0,33941055.0,0.9971,H2-Ke2,overlapTSS
prL490,chr18,44828347.0,44829346.0,0.9971,AC137150.1,overlapTSS
prL491,chr18,46741347.0,46742346.0,0.9971,Atg12,overlapTSS
prL492,chr19,6046001.0,6047000.0,0.9971,Syvn1,overlapTSS
prL493,chr19,15984511.0,15985510.0,0.9971,Cep78,overlapTSS
prL494,chr2,11501374.0,11502373.0,0.9971,Pfkfb3,overlapTSS
prL495,chr2,25223481.0,25224480.0,0.9971,Tubb2c,genic
prL496,chr2,26639481.0,26640480.0,0.9971,RP23-125H15.3,overlapTSS
prL497,chr2,30205481.0,30206480.0,0.9971,Ccbl1,overlapTSS
prL498,chr2,156862265.0,156863264.0,0.9971,AL935150.1,overlapTSS
prL499,chr3,83055079.0,83056078.0,0.9971,Plrg1,overlapTSS
prL500,chr3,94886079.0,94887078.0,0.9971,Psmb4,overlapTSS
prL501,chr4,94556310.0,94557309.0,0.9971,5830433M19Rik,overlapTSS
prL502,chr5,38219762.0,38220761.0,0.9971,Zfp509,overlapTSS
prL503,chr5,108311982.0,108312981.0,0.9971,Pigg,overlapTSS
prL504,chr6,124740983.0,124741982.0,0.9971,Grcc10,overlapTSS
prL505,chr7,89980491.0,89981490.0,0.9971,Eed,overlapTSS
prL506,chr7,140036102.0,140037101.0,0.9971,Tubgcp2,overlapTSS
prL507,chr8,35494947.0,35495946.0,0.9971,Eri1,overlapTSS
prL508,chr8,70804102.0,70805101.0,0.9971,Il12rb1,upstream
prL509,chr8,89043102.0,89044101.0,0.9971,Sall1,genic
prL510,chr8,105326101.0,105327100.0,0.9971,Lrrc29,overlapTSS
prL511,chr8,106137101.0,106138100.0,0.9971,AC133195.2,genic
prL512,chr8,110846101.0,110847100.0,0.9971,Sf3b3,overlapTSS
prL513,chr8,126970101.0,126971100.0,0.9971,Rbm34,overlapTSS
prL514,chr9,15279557.0,15280556.0,0.9971,Med17,overlapTSS
prL515,chr9,114389883.0,114390882.0,0.9971,Crtap,overlapTSS
prL516,chr1,33907156.0,33908155.0,0.997,Bend6,overlapTSS
prL517,chr1,161035870.0,161036869.0,0.997,Gas5,genic
prL518,chr11,100319687.0,100320686.0,0.997,Eif1,overlapTSS
prL519,chr12,84996051.0,84997050.0,0.997,Ylpm1,overlapTSS
prL520,chr14,32159815.0,32160814.0,0.997,Ncoa4,overlapTSS
prL521,chr15,88862571.0,88863570.0,0.997,Pim3,genic
prL522,chr17,24470056.0,24471055.0,0.997,Pgp,overlapTSS
prL523,chr17,28801056.0,28802055.0,0.997,Brpf3,overlapTSS
prL524,chr17,87974661.0,87975660.0,0.997,Msh6,overlapTSS
prL525,chr18,56707347.0,56708346.0,0.997,Lmnb1,overlapTSS
prL526,chr19,10688511.0,10689510.0,0.997,Vps37c,overlapTSS
prL527,chr2,30133481.0,30134480.0,0.997,Tbc1d13,overlapTSS
prL528,chr3,122984083.0,122985082.0,0.997,Usp53,overlapTSS
prL529,chr4,34614752.0,34615751.0,0.997,Orc3l,overlapTSS
prL530,chr4,85205097.0,85206096.0,0.997,Sh3gl2,overlapTSS
prL531,chr4,126255757.0,126256756.0,0.997,Mtap7d1,overlapTSS
prL532,chr5,33782352.0,33783351.0,0.997,Letm1,overlapTSS
prL533,chr6,29164001.0,29165000.0,0.997,Rbm28,overlapTSS
prL534,chr6,51469002.0,51470001.0,0.997,Hnrnpa2b1,overlapTSS
prL535,chr6,143166481.0,143167480.0,0.997,Etnk1,overlapTSS
prL536,chr6,146577479.0,146578478.0,0.997,4933424B01Rik,overlapTSS
prL537,chr7,35554982.0,35555981.0,0.997,Nudt19,genic
prL538,chr7,133637318.0,133638317.0,0.997,2700050L05Rik,overlapTSS
prL539,chr8,22593529.0,22594528.0,0.997,Vdac3,overlapTSS
prL540,chr8,119447101.0,119448100.0,0.997,Necab2,genic
prL541,chr9,59486194.0,59487193.0,0.997,Arih1,overlapTSS
prL542,chr9,78108194.0,78109193.0,0.997,Fbxo9,overlapTSS
prL543,chr1,58504157.0,58505156.0,0.9969,Orc2l,overlapTSS
prL544,chr10,67548253.0,67549252.0,0.9969,Ado,overlapTSS
prL545,chr11,99023687.0,99024686.0,0.9969,Top2a,overlapTSS
prL546,chr12,80643014.0,80644013.0,0.9969,Erh,overlapTSS
prL547,chr13,23531132.0,23532131.0,0.9969,Hist1h4h,genic
prL548,chr13,23571132.0,23572131.0,0.9969,Hist1h2bg,genic
prL549,chr14,120477779.0,120478778.0,0.9969,Rap2a,overlapTSS
prL550,chr17,74315661.0,74316660.0,0.9969,Dpy30,overlapTSS
prL551,chr18,35598347.0,35599346.0,0.9969,Paip2,overlapTSS
prL552,chr19,47090511.0,47091510.0,0.9969,Usmg5,overlapTSS
prL553,chr2,53191967.0,53192966.0,0.9969,Arl6ip6,genic
prL554,chr2,119787265.0,119788264.0,0.9969,Rpap1,overlapTSS
prL555,chr2,129129265.0,129130264.0,0.9969,Chchd5,overlapTSS
prL556,chr3,68493079.0,68494078.0,0.9969,Schip1,upstream
prL557,chr4,119108396.0,119109395.0,0.9969,Slc2a1,overlapTSS
prL558,chr7,80198115.0,80199114.0,0.9969,Sema4b,genic
prL559,chr8,11008001.0,11009000.0,0.9969,Irs2,overlapTSS
prL560,chr8,107048101.0,107049100.0,0.9969,Cog8,genic
prL561,chr9,48494896.0,48495895.0,0.9969,Rbm7,overlapTSS
prL562,chr9,54950194.0,54951193.0,0.9969,AY074887,genic
prL563,chr1,164457870.0,164458869.0,0.9968,Atp1b1,overlapTSS
prL564,chr1,167283870.0,167284869.0,0.9968,Uck2,genic
prL565,chr1,181841870.0,181842869.0,0.9968,Lbr,overlapTSS
prL566,chr11,72689499.0,72690498.0,0.9968,Ankfy1,overlapTSS
prL567,chr12,72761014.0,72762013.0,0.9968,Ppm1a,overlapTSS
prL568,chr13,23562132.0,23563131.0,0.9968,Hist1h3e,overlapTSS
prL569,chr17,63863652.0,63864651.0,0.9968,A930002H24Rik,overlapTSS
prL570,chr18,35562347.0,35563346.0,0.9968,Matr3,genic
prL571,chr18,36348347.0,36349346.0,0.9968,AC130714.1,genic
prL572,chr19,38930511.0,38931510.0,0.9968,Hells,overlapTSS
prL573,chr3,103968078.0,103969077.0,0.9968,AC162922.5,overlapTSS
prL574,chr3,108554083.0,108555082.0,0.9968,snoU2-25,genic
prL575,chr5,76950976.0,76951975.0,0.9968,Ppat,overlapTSS
prL576,chr5,142367047.0,142368046.0,0.9968,Foxk1,intergenic
prL577,chr5,147860425.0,147861424.0,0.9968,Pomp,overlapTSS
prL578,chr8,84661102.0,84662101.0,0.9968,Ier2,genic
prL579,chr9,61372194.0,61373193.0,0.9968,Tle3,overlapTSS
prL580,chr10,24595195.0,24596194.0,0.9967,RP23-234P12.1,overlapTSS
prL581,chr11,30954001.0,30955000.0,0.9967,Erlec1,overlapTSS
prL582,chr11,69410499.0,69411498.0,0.9967,Kdm6b,genic
prL583,chr11,74897499.0,74898498.0,0.9967,Tsr1,overlapTSS
prL584,chr12,40037414.0,40038413.0,0.9967,Arl4a,overlapTSS
prL585,chr14,63606164.0,63607163.0,0.9967,RP23-279B13.1,genic
prL586,chr15,77970571.0,77971570.0,0.9967,Eif3d,overlapTSS
prL587,chr15,102073570.0,102074569.0,0.9967,Eif4b,overlapTSS
prL588,chr16,92057756.0,92058755.0,0.9967,Mrps6,overlapTSS
prL589,chr17,12960135.0,12961134.0,0.9967,Acat2,overlapTSS
prL590,chr18,34953347.0,34954346.0,0.9967,Hspa9,overlapTSS
prL591,chr19,4811001.0,4812000.0,0.9967,Rbm14,overlapTSS
prL592,chr19,46761511.0,46762510.0,0.9967,Cnnm2,overlapTSS
prL593,chr2,71347944.0,71348943.0,0.9967,Slc25a12,genic
prL594,chr2,112367844.0,112368843.0,0.9967,Slc12a6,genic
prL595,chr2,166905501.0,166906500.0,0.9967,Cse1l,overlapTSS
prL596,chr3,51340079.0,51341078.0,0.9967,Elf2,overlapTSS
prL597,chr3,96238078.0,96239077.0,0.9967,Hist2h3c2,genic
prL598,chr4,47474129.0,47475128.0,0.9967,Alg2,overlapTSS
prL599,chr4,132270086.0,132271085.0,0.9967,U11,overlapTSS
prL600,chr4,133672086.0,133673085.0,0.9967,Pigv,overlapTSS
prL601,chr5,122849992.0,122850991.0,0.9967,Rnf34,overlapTSS
prL602,chr5,149678426.0,149679425.0,0.9967,B3galtl,genic
prL603,chr7,3218000.0,3218999.0,0.9967,mmu-mir-290,genic
prL604,chr8,71592102.0,71593101.0,0.9967,Pgls,overlapTSS
prL605,chr8,84832102.0,84833101.0,0.9967,Dand5,overlapTSS
prL606,chr8,124897101.0,124898100.0,0.9967,Exoc8,overlapTSS
prL607,chr9,99575582.0,99576581.0,0.9967,Dbr1,overlapTSS
prL608,chr1,43098156.0,43099155.0,0.9966,Tgfbrap1,overlapTSS
prL609,chr1,59763157.0,59764156.0,0.9966,Bmpr2,upstream
prL610,chr1,63176427.0,63177426.0,0.9966,Ndufs1,overlapTSS
prL611,chr1,133363424.0,133364423.0,0.9966,Etnk2,overlapTSS
prL612,chr1,159231870.0,159232869.0,0.9966,Rfwd2,overlapTSS
prL613,chr10,63023253.0,63024252.0,0.9966,Hnrnph3,overlapTSS
prL614,chr11,70653499.0,70654498.0,0.9966,Pfn1,genic
prL615,chr13,51846632.0,51847631.0,0.9966,Gadd45g,overlapTSS
prL616,chr13,55692640.0,55693639.0,0.9966,B230219D22Rik,overlapTSS
prL617,chr13,73603553.0,73604552.0,0.9966,Clptm1l,overlapTSS
prL618,chr15,41788455.0,41789454.0,0.9966,Oxr1,genic
prL619,chr16,90726756.0,90727755.0,0.9966,2610039C10Rik,overlapTSS
prL620,chr17,30004056.0,30005055.0,0.9966,Zfand3,upstream
prL621,chr2,11777374.0,11778373.0,0.9966,Fbxo18,overlapTSS
prL622,chr2,27514481.0,27515480.0,0.9966,Wdr5,genic
prL623,chr3,54807079.0,54808078.0,0.9966,Rfxap,overlapTSS
prL624,chr4,116626396.0,116627395.0,0.9966,Nasp,genic
prL625,chr5,9161001.0,9162000.0,0.9966,Dmtf1,overlapTSS
prL626,chr5,124326992.0,124327991.0,0.9966,Mphosph9,overlapTSS
prL627,chr6,83115007.0,83116006.0,0.9966,Mogs,overlapTSS
prL628,chr7,13023652.0,13024651.0,0.9966,Trim28,overlapTSS
prL629,chr7,141539102.0,141540101.0,0.9966,Chid1,overlapTSS
prL630,chr8,18595001.0,18596000.0,0.9966,Mcph1,overlapTSS
prL631,chr8,34807947.0,34808946.0,0.9966,Dusp4,genic
prL632,chr9,65032194.0,65033193.0,0.9966,Dpp8,overlapTSS
prL633,chr10,128410945.0,128411944.0,0.9965,Rnf41,overlapTSS
prL634,chr11,96788687.0,96789686.0,0.9965,Cbx1,overlapTSS
prL635,chr13,65240693.0,65241692.0,0.9965,Gm10775,intergenic
prL636,chr13,108043807.0,108044806.0,0.9965,2810008M24Rik,overlapTSS
prL637,chr14,34673815.0,34674814.0,0.9965,Wapal,overlapTSS
prL638,chr17,32320056.0,32321055.0,0.9965,Akap8,genic
prL639,chr19,6118001.0,6119000.0,0.9965,Sac3d1,overlapTSS
prL640,chr19,6974511.0,6975510.0,0.9965,Ppp1r14b,overlapTSS
prL641,chr19,8713511.0,8714510.0,0.9965,Slc3a2,overlapTSS
prL642,chr19,43674511.0,43675510.0,0.9965,Slc25a28,overlapTSS
prL643,chr2,71054944.0,71055943.0,0.9965,Mettl8,overlapTSS
prL644,chr3,87525079.0,87526078.0,0.9965,Etv3,overlapTSS
prL645,chr4,149165892.0,149166891.0,0.9965,Pgd,overlapTSS
prL646,chr5,149184425.0,149185424.0,0.9965,Uspl1,genic
prL647,chr7,118129487.0,118130486.0,0.9965,Arl6ip1,overlapTSS
prL648,chr7,126565487.0,126566486.0,0.9965,Eif3c,overlapTSS
prL649,chr7,141475102.0,141476101.0,0.9965,Polr2l,overlapTSS
prL650,chr8,4613001.0,4614000.0,0.9965,BC003267,overlapTSS
prL651,chr8,71629102.0,71630101.0,0.9965,Unc13a,genic
prL652,chr9,53666896.0,53667895.0,0.9965,Cul5,genic
prL653,chr9,102625671.0,102626670.0,0.9965,Cep63,overlapTSS
prL654,chr12,3426001.0,3427000.0,0.9964,1110002L01Rik,overlapTSS
prL655,chr12,4917195.0,4918194.0,0.9964,Atad2b,overlapTSS
prL656,chr12,17348195.0,17349194.0,0.9964,Nol10,overlapTSS
prL657,chr12,55492014.0,55493013.0,0.9964,Nfkbia,overlapTSS
prL658,chr13,5860755.0,5861754.0,0.9964,Klf6,overlapTSS
prL659,chr14,30548815.0,30549814.0,0.9964,Tkt,genic
prL660,chr14,122474779.0,122475778.0,0.9964,AC154683.2,overlapTSS
prL661,chr15,101173570.0,101174569.0,0.9964,Acvr1b,overlapTSS
prL662,chr17,47924052.0,47925051.0,0.9964,Foxp4,overlapTSS
prL663,chr19,8941511.0,8942510.0,0.9964,Eml3,genic
prL664,chr2,3512729.0,3513728.0,0.9964,Hspa14,overlapTSS
prL665,chr2,84742844.0,84743843.0,0.9964,mmu-mir-130a,upstream
prL666,chr3,58525079.0,58526078.0,0.9964,Serp1,overlapTSS
prL667,chr3,88297079.0,88298078.0,0.9964,Cct3,overlapTSS
prL668,chr3,157534037.0,157535036.0,0.9964,Zranb2,overlapTSS
prL669,chr4,124801757.0,124802756.0,0.9964,Mtf1,overlapTSS
prL670,chr6,91116007.0,91117006.0,0.9964,Nup210,overlapTSS
prL671,chr8,3500001.0,3501000.0,0.9964,Mcoln1,overlapTSS
prL672,chr8,104591101.0,104592100.0,0.9964,Pdp2,overlapTSS
prL673,chr8,104641101.0,104642100.0,0.9964,Fam96b,overlapTSS
prL674,chr8,106210101.0,106211100.0,0.9964,Slc7a6os,overlapTSS
prL675,chr8,124863101.0,124864100.0,0.9964,AC151736.3,genic
prL676,chr9,44964918.0,44965917.0,0.9964,Ube4a,overlapTSS
prL677,chr1,180568870.0,180569869.0,0.9963,Parp1,overlapTSS
prL678,chr1,180903870.0,180904869.0,0.9963,Pycr2,overlapTSS
prL679,chr12,73908014.0,73909013.0,0.9963,Hif1a,genic
prL680,chr13,55634640.0,55635639.0,0.9963,Ddx46,overlapTSS
prL681,chr14,50924326.0,50925325.0,0.9963,Osgep,overlapTSS
prL682,chr15,80948571.0,80949570.0,0.9963,Adsl,genic
prL683,chr16,35769915.0,35770914.0,0.9963,Hspbap1,overlapTSS
prL684,chr17,45573052.0,45574051.0,0.9963,Hsp90ab1,overlapTSS
prL685,chr19,10203511.0,10204510.0,0.9963,Fen1,overlapTSS
prL686,chr19,21271511.0,21272510.0,0.9963,Zfand5,overlapTSS
prL687,chr2,143915265.0,143916264.0,0.9963,Dstn,overlapTSS
prL688,chr2,156196265.0,156197264.0,0.9963,Phf20,overlapTSS
prL689,chr3,104864083.0,104865082.0,0.9963,Capza1,overlapTSS
prL690,chr3,133091037.0,133092036.0,0.9963,Gstcd,overlapTSS
prL691,chr4,132533086.0,132534085.0,0.9963,Atpif1,overlapTSS
prL692,chr5,31526628.0,31527627.0,0.9963,Supt7l,overlapTSS
prL693,chr6,136827480.0,136828479.0,0.9963,Wbp11,overlapTSS
prL694,chr8,84969102.0,84970101.0,0.9963,Rnaseh2a,overlapTSS
prL695,chr8,104534101.0,104535100.0,0.9963,Nae1,overlapTSS
prL696,chr8,106059101.0,106060100.0,0.9963,Nfatc3,overlapTSS
prL697,chr1,72711427.0,72712426.0,0.9962,Rpl37a,genic
prL698,chr10,7589203.0,7590202.0,0.9962,Lrp11,overlapTSS
prL699,chr10,20312195.0,20313194.0,0.9962,Bclaf1,overlapTSS
prL700,chr10,75859256.0,75860255.0,0.9962,Mif,genic
prL701,chr11,98192687.0,98193686.0,0.9962,Med1,overlapTSS
prL702,chr13,22006132.0,22007131.0,0.9962,Prss16,genic
prL703,chr13,54071632.0,54072631.0,0.9962,Sfxn1,overlapTSS
prL704,chr14,76504194.0,76505193.0,0.9962,Tsc22d1,genic
prL705,chr15,59314446.0,59315445.0,0.9962,Sqle,overlapTSS
prL706,chr15,79327571.0,79328570.0,0.9962,Pla2g6,overlapTSS
prL707,chr15,79402571.0,79403570.0,0.9962,Tmem184b,overlapTSS
prL708,chr15,82015571.0,82016570.0,0.9962,Pppde2,overlapTSS
prL709,chr17,25875056.0,25876055.0,0.9962,0610011F06Rik,overlapTSS
prL710,chr17,46782052.0,46783051.0,0.9962,CT030702.2,genic
prL711,chr17,53478676.0,53479675.0,0.9962,Rab5a,overlapTSS
prL712,chr2,52857967.0,52858966.0,0.9962,Fmnl2,genic
prL713,chr2,113847844.0,113848843.0,0.9962,Arhgap11a,overlapTSS
prL714,chr2,168954501.0,168955500.0,0.9962,Zfp64,genic
prL715,chr3,103020078.0,103021077.0,0.9962,Csde1,overlapTSS
prL716,chr3,138489037.0,138490036.0,0.9962,Metap1,overlapTSS
prL717,chr3,153944037.0,153945036.0,0.9962,Acadm,overlapTSS
prL718,chr5,29735461.0,29736460.0,0.9962,Gm5129,genic
prL719,chr5,139200047.0,139201046.0,0.9962,Unc84a,overlapTSS
prL720,chr7,47007631.0,47008630.0,0.9962,Spty2d1,overlapTSS
prL721,chr7,140137102.0,140138101.0,0.9962,Mtg1,overlapTSS
prL722,chr7,141215102.0,141216101.0,0.9962,Rassf7,overlapTSS
prL723,chr7,143069096.0,143070095.0,0.9962,Trpm5,genic
prL724,chr8,123318101.0,123319100.0,0.9962,Galnt2,genic
prL725,chr9,123259883.0,123260882.0,0.9962,Tmem158,overlapTSS
prL726,chr1,55087157.0,55088156.0,0.9961,Hspd1,overlapTSS
prL727,chr10,59221253.0,59222252.0,0.9961,Ankrd57,overlapTSS
prL728,chr12,86470051.0,86471050.0,0.9961,Esrrb,genic
prL729,chr12,108893791.0,108894790.0,0.9961,Wars,overlapTSS
prL730,chr14,118705779.0,118706778.0,0.9961,Abcc4,overlapTSS
prL731,chr15,102279570.0,102280569.0,0.9961,Mfsd5,genic
prL732,chr16,90142756.0,90143755.0,0.9961,Gm10789,genic
prL733,chr17,36958056.0,36959055.0,0.9961,Znrd1,overlapTSS
prL734,chr19,45782511.0,45783510.0,0.9961,Mgea5,genic
prL735,chr2,103796844.0,103797843.0,0.9961,Caprin1,overlapTSS
prL736,chr2,130274265.0,130275264.0,0.9961,Nop56,overlapTSS
prL737,chr2,147012265.0,147013264.0,0.9961,Xrn2,overlapTSS
prL738,chr2,163054265.0,163055264.0,0.9961,Mybl2,overlapTSS
prL739,chr4,109676396.0,109677395.0,0.9961,Faf1,overlapTSS
prL740,chr4,133910086.0,133911085.0,0.9961,Rps6ka1,intergenic
prL741,chr5,33658352.0,33659351.0,0.9961,Tacc3,genic
prL742,chr5,100415982.0,100416981.0,0.9961,Sec31a,overlapTSS
prL743,chr5,124578992.0,124579991.0,0.9961,Eif2b1,overlapTSS
prL744,chr7,3703399.0,3704398.0,0.9961,Rps9,overlapTSS
prL745,chr7,44816631.0,44817630.0,0.9961,Atf5,overlapTSS
prL746,chr8,13104001.0,13105000.0,0.9961,Pcid2,genic
prL747,chr8,18846001.0,18847000.0,0.9961,Agpat5,overlapTSS
prL748,chr8,22476529.0,22477528.0,0.9961,AI316807,overlapTSS
prL749,chr8,69881102.0,69882101.0,0.9961,Cilp2,genic
prL750,chr8,70906102.0,70907101.0,0.9961,Mtap1s,genic
prL751,chr8,104442101.0,104443100.0,0.9961,Dync1li2,overlapTSS
prL752,chr9,46272918.0,46273917.0,0.9961,Zfp259,overlapTSS
