name,chr,start,end,Enh.prob,geneName,location
enh395,chr8,36547947.0,36548946.0,0.9129,Dlc1,intergenic
enh396,chr10,68137253.0,68138252.0,0.9127,Arid5b,genic
enh397,chr15,7117001.0,7118000.0,0.9127,Gm10050,intergenic
enh398,chr19,3842001.0,3843000.0,0.9127,AC133523.2,genic
enh399,chr2,75860944.0,75861943.0,0.9126,Agps,genic
enh400,chr11,26099001.0,26100000.0,0.9125,RP23-306I3.1,genic
enh401,chr3,101163078.0,101164077.0,0.9125,RP23-434L7.1,intergenic
enh402,chr17,79364661.0,79365660.0,0.9123,Cdc42ep3,upstream
enh403,chr6,133986983.0,133987982.0,0.9117,Etv6,intergenic
enh404,chr2,116979265.0,116980264.0,0.9113,U1,intergenic
enh405,chr5,50122762.0,50123761.0,0.9112,Gpr125,intergenic
enh406,chr14,122467779.0,122468778.0,0.9109999999999999,AC154683.2,downstream
enh407,chr1,180887870.0,180888869.0,0.9107,Lefty2,upstream
enh408,chr13,97432046.0,97433045.0,0.9107,AC124581.1,intergenic
enh409,chr11,59780499.0,59781498.0,0.9105,Mprip,genic
enh410,chr11,17882998.0,17883997.0,0.9104,Etaa1,intergenic
enh411,chr3,9009001.0,9010000.0,0.91,Tpd52,upstream
enh412,chr8,125700101.0,125701100.0,0.91,4933403G14Rik,intergenic
enh413,chr6,34344001.0,34345000.0,0.9099,Akr1b8,upstream
enh414,chr10,66897253.0,66898252.0,0.9098,AC153382.2,intergenic
enh415,chr6,92495007.0,92496006.0,0.9096,Prickle2,genic
enh416,chr6,55792007.0,55793006.0,0.9093,Ccdc129,intergenic
enh417,chr3,133532037.0,133533036.0,0.9092,Tet2,genic
enh418,chr16,8777908.0,8778907.0,0.9088,Usp7,genic
enh419,chr12,78996014.0,78997013.0,0.9087,Tmem229b,genic
enh420,chr5,64499762.0,64500761.0,0.9087,Tbc1d1,intergenic
enh421,chr6,33770001.0,33771000.0,0.9085,Exoc4,genic
enh422,chr16,35966915.0,35967914.0,0.9079999999999999,Parp9,genic
enh423,chr16,42781888.0,42782887.0,0.9079999999999999,RP23-283M18.2,genic
enh424,chr6,92843007.0,92844006.0,0.9079,Adamts9,genic
enh425,chr6,65796007.0,65797006.0,0.9077,Prdm5,genic
enh426,chr7,45551631.0,45552630.0,0.9077,Plekha4,genic
enh427,chr11,89067687.0,89068686.0,0.9076,RP23-176J13.9,genic
enh428,chr2,167144501.0,167145500.0,0.9076,Kcnb1,genic
enh429,chr10,62892253.0,62893252.0,0.9069,U6,downstream
enh430,chr17,80800661.0,80801660.0,0.9069,AC169501.1,intergenic
enh431,chr18,13712492.0,13713491.0,0.9068,Zfp521,genic
enh432,chr1,34103156.0,34104155.0,0.9066,Dst,genic
enh433,chr7,83376491.0,83377490.0,0.9064,AC099701.1,intergenic
enh434,chr15,81517571.0,81518570.0,0.9059999999999999,Rbx1,intergenic
enh435,chr4,141282086.0,141283085.0,0.9057,RP23-18M1.5,downstream
enh436,chr7,3347899.0,3348898.0,0.9057,Cacng7,genic
enh437,chr2,87480844.0,87481843.0,0.9056,Pramel7,downstream
enh438,chr5,97217982.0,97218981.0,0.9055,AC122916.1,intergenic
enh439,chr1,153008871.0,153009870.0,0.9053,Nmnat2,genic
enh440,chr11,77679499.0,77680498.0,0.9052,Nufip2,upstream
enh441,chr1,54484157.0,54485156.0,0.9051,Pgap1,genic
enh442,chr3,122295083.0,122296082.0,0.9047,mmu-mir-760,upstream
enh443,chr15,101233570.0,101234569.0,0.9045,Grasp,downstream
enh444,chr8,4366001.0,4367000.0,0.9044,Ccl25,downstream
enh445,chr14,105860784.0,105861783.0,0.9042,Spry2,intergenic
enh446,chr19,21788511.0,21789510.0,0.9041,Tmem2,genic
enh447,chr1,74824427.0,74825426.0,0.904,Wnt10a,intergenic
enh448,chr10,75881256.0,75882255.0,0.9035,Derl3,intergenic
enh449,chr3,22025079.0,22026078.0,0.9034,2810416G20Rik,intergenic
enh450,chr6,30159001.0,30160000.0,0.9034,Nrf1,downstream
enh451,chr6,39430002.0,39431001.0,0.9032,SNORA71,upstream
enh452,chr13,51920632.0,51921631.0,0.9031,CT025557.1,intergenic
enh453,chr6,91710007.0,91711006.0,0.9029,Slc6a6,genic
enh454,chr2,181918296.0,181919295.0,0.9028,RP23-409P4.1,intergenic
enh455,chr8,83160102.0,83161101.0,0.9028,Tbc1d9,upstream
enh456,chr2,20496374.0,20497373.0,0.9025,Etl4,genic
enh457,chr6,61431007.0,61432006.0,0.9023,Fam190a,genic
enh458,chr5,142803322.0,142804321.0,0.9021,Tnrc18,genic
enh459,chr2,52071481.0,52072480.0,0.902,Rif1,upstream
enh460,chr5,53670762.0,53671761.0,0.9019,Rbpj,intergenic
enh461,chr15,39780455.0,39781454.0,0.9015,Dpys,genic
enh462,chr18,38148347.0,38149346.0,0.9014,Pcdh1,intergenic
enh463,chr1,11501920.0,11502919.0,0.9008,A830018L16Rik,genic
enh464,chr13,44085632.0,44086631.0,0.9007,RP23-469C2.1,intergenic
enh465,chr5,26691461.0,26692460.0,0.9004,Dpp6,intergenic
enh466,chr3,34734079.0,34735078.0,0.9003,Sox2,intergenic
enh467,chr19,38348511.0,38349510.0,0.9,Gm9886,intergenic
enh468,chr9,120148883.0,120149882.0,0.9,Mobp,overlapTSS
enh469,chr1,180888870.0,180889869.0,0.8999,Lefty2,upstream
enh470,chr2,71650944.0,71651943.0,0.8999,Gm1631,intergenic
enh471,chrX,60168824.0,60169823.0,0.8995,Mcf2,genic
enh472,chr11,88689687.0,88690686.0,0.8994,Msi2,genic
enh473,chr10,105523945.0,105524944.0,0.899,Tmtc2,genic
enh474,chr10,28636195.0,28637194.0,0.8989,Themis,intergenic
enh475,chr7,112688487.0,112689486.0,0.8987,Tead1,genic
enh476,chr1,71672427.0,71673426.0,0.8983,Gm15456,downstream
enh477,chr16,82595756.0,82596755.0,0.898,U6,intergenic
enh478,chr10,25313195.0,25314194.0,0.8976,Akap7,intergenic
enh479,chr10,120170945.0,120171944.0,0.8975,Irak3,genic
enh480,chr6,122365983.0,122366982.0,0.8973,1700063H04Rik,intergenic
enh481,chr6,142511481.0,142512480.0,0.8972,Ldhb,upstream
enh482,chr7,100699487.0,100700486.0,0.8972,Fam168a,upstream
enh483,chr3,30724079.0,30725078.0,0.897,Samd7,intergenic
enh484,chrX,144337458.0,144338457.0,0.8968,Alg13,genic
enh485,chr8,23561529.0,23562528.0,0.8967,Zmat4,intergenic
enh486,chr17,70901661.0,70902660.0,0.8966,CT009715.1,genic
enh487,chr1,62767427.0,62768426.0,0.8964,Nrp2,genic
enh488,chr10,5322539.0,5323538.0,0.8964,Syne1,genic
enh489,chr7,30462982.0,30463981.0,0.8964,Nphs1,genic
enh490,chr11,88629687.0,88630686.0,0.8963,Msi2,genic
enh491,chr12,110504791.0,110505790.0,0.8963,Ppp2r5c,genic
enh492,chr1,132470424.0,132471423.0,0.8959999999999999,Dstyk,downstream
enh493,chr2,20655374.0,20656373.0,0.8959,Etl4,genic
enh494,chr11,49805499.0,49806498.0,0.8957,Gfpt2,genic
enh495,chr5,137046131.0,137047130.0,0.8957,Ap1s1,overlapTSS
enh496,chr8,54075647.0,54076646.0,0.8957,Vegfc,upstream
enh497,chr4,131126086.0,131127085.0,0.8953,SNORA17,intergenic
enh498,chr4,28966851.0,28967850.0,0.8952,Epha7,genic
enh499,chr17,29465056.0,29466055.0,0.8949,AC163629.1,genic
enh500,chr9,10449001.0,10450000.0,0.8949,Cntn5,genic
enh501,chr13,114278793.0,114279792.0,0.8944,Ndufs4,downstream
enh502,chr10,9085203.0,9086202.0,0.8941,Sash1,intergenic
enh503,chr10,88708256.0,88709255.0,0.8936,5S_rRNA,downstream
enh504,chrX,103987662.0,103988661.0,0.8933,Rlim,upstream
enh505,chr14,48754326.0,48755325.0,0.8927,AC166574.2,genic
enh506,chr8,86775102.0,86776101.0,0.8927,Gm10638,intergenic
enh507,chr15,96244570.0,96245569.0,0.8926,AC109202.1,genic
enh508,chr2,44524481.0,44525480.0,0.8925,Gtdc1,intergenic
enh509,chr11,102331687.0,102332686.0,0.8924,Ubtf,intergenic
enh510,chr11,120663687.0,120664686.0,0.8921,RP23-84C12.14,downstream
enh511,chr19,27904511.0,27905510.0,0.892,Rfx3,genic
enh512,chr16,59545175.0,59546174.0,0.8918,Crybg3,genic
enh513,chr17,86750661.0,86751660.0,0.8909,Epas1,upstream
enh514,chr5,129270126.0,129271125.0,0.8907,Gpr133,intergenic
enh515,chr2,119857265.0,119858264.0,0.8906,AL954662.1,intergenic
enh516,chr10,3646539.0,3647538.0,0.8901,Iyd,intergenic
enh517,chr12,39888414.0,39889413.0,0.89,Arl4a,intergenic
enh518,chr8,111650101.0,111651100.0,0.89,Zfp1,genic
enh519,chr1,186514122.0,186515121.0,0.8896,Tgfb2,intergenic
enh520,chr18,23514500.0,23515499.0,0.8896,Dtna,genic
enh521,chr6,149131479.0,149132478.0,0.8896,AC132412.3,genic
enh522,chr3,153676037.0,153677036.0,0.8895,St6galnac3,genic
enh523,chr12,12784195.0,12785194.0,0.8894,U6,intergenic
enh524,chr3,79039079.0,79040078.0,0.8892,Rapgef2,intergenic
enh525,chr7,6760290.0,6761289.0,0.8892,Usp29,genic
enh526,chr2,134960265.0,134961264.0,0.889,Plcb1,genic
enh527,chr3,157932037.0,157933036.0,0.8889,AC117211.2,downstream
enh528,chr19,41013511.0,41014510.0,0.8887,Dntt,intergenic
enh529,chr13,97600046.0,97601045.0,0.8886,AC124581.1,intergenic
enh530,chr4,142070086.0,142071085.0,0.8886,Tmem51,genic
enh531,chr3,103208078.0,103209077.0,0.8885,AC150894.1,upstream
enh532,chr4,132649086.0,132650085.0,0.8883,Eya3,genic
enh533,chr10,30737195.0,30738194.0,0.8881,Ncoa7,genic
enh534,chr19,29285511.0,29286510.0,0.8879,Jak2,genic
enh535,chr14,122341779.0,122342778.0,0.8877,Clybl,genic
enh536,chr3,84181079.0,84182078.0,0.8877,Trim2,genic
enh537,chrX,13013875.0,13014874.0,0.8877,Gm1549,intergenic
enh538,chr17,31808056.0,31809055.0,0.8874,Sik1,intergenic
enh539,chrX,103986662.0,103987661.0,0.8873,Rlim,upstream
enh540,chr8,47337647.0,47338646.0,0.887,Stox2,genic
enh541,chr1,12744920.0,12745919.0,0.8867,Sulf1,genic
enh542,chr4,123632758.0,123633757.0,0.8866,Macf1,genic
enh543,chr5,129242126.0,129243125.0,0.8866,Gpr133,intergenic
enh544,chr2,119789265.0,119790264.0,0.8865,Rpap1,upstream
enh545,chr2,60196944.0,60197943.0,0.8864,Baz2b,genic
enh546,chr3,9538001.0,9539000.0,0.8864,Zfp704,genic
enh547,chr9,31018416.0,31019415.0,0.8858,Zbtb44,intergenic
enh548,chr15,9898246.0,9899245.0,0.8853,Spef2,intergenic
enh549,chr3,63842079.0,63843078.0,0.8853,Plch1,genic
enh550,chr13,58280640.0,58281639.0,0.885,AC154437.1,overlapTSS
enh551,chr1,4969920.0,4970919.0,0.8849,Rgs20,genic
enh552,chr1,87226426.0,87227425.0,0.8849,Eif4e2,genic
enh553,chr3,19707001.0,19708000.0,0.8849,Crh,intergenic
enh554,chr10,62894253.0,62895252.0,0.8847,U6,upstream
enh555,chr14,105900784.0,105901783.0,0.8847,Spry2,upstream
enh556,chr12,99341791.0,99342790.0,0.8846,Foxn3,genic
enh557,chr3,7579001.0,7580000.0,0.8845,Il7,genic
enh558,chr1,59448157.0,59449156.0,0.8844,Fzd7,intergenic
enh559,chr7,3193000.0,3193999.0,0.8844,AU018091,intergenic
enh560,chr7,3586401.0,3587400.0,0.8843,Oscar,intergenic
enh561,chr18,75579347.0,75580346.0,0.884,Gm672,genic
enh562,chr8,15844001.0,15845000.0,0.884,Csmd1,intergenic
enh563,chr19,16491511.0,16492510.0,0.8837,Gna14,genic
enh564,chr11,26170001.0,26171000.0,0.8835,RP23-306I3.1,genic
enh565,chr8,27235529.0,27236528.0,0.8832,Adrb3,upstream
enh566,chr4,123665758.0,123666757.0,0.8831,Macf1,genic
enh567,chr10,59974253.0,59975252.0,0.8828,Anapc16,intergenic
enh568,chr17,53561676.0,53562675.0,0.8828,Kat2b,upstream
enh569,chr10,12608203.0,12609202.0,0.8826,Utrn,genic
enh570,chr2,135614265.0,135615264.0,0.8824,RP24-364H2.1,intergenic
enh571,chr12,104763791.0,104764790.0,0.8822,Clmn,genic
enh572,chr7,119898487.0,119899486.0,0.8818,Lyrm1,genic
enh573,chr13,54215632.0,54216631.0,0.8816,Hrh2,genic
enh574,chr4,138794086.0,138795085.0,0.8808,Pla2g5,downstream
enh575,chr9,18722557.0,18723556.0,0.8807,Olfr24,intergenic
enh576,chr11,76484499.0,76485498.0,0.8806,Abr,genic
enh577,chr4,82447097.0,82448096.0,0.8806,Nfib,genic
enh578,chr17,88346661.0,88347660.0,0.8804,U6,upstream
enh579,chr16,41633888.0,41634887.0,0.8803,Lsamp,genic
enh580,chr19,32255511.0,32256510.0,0.8803,Sgms1,genic
enh581,chr11,62510499.0,62511498.0,0.8801,Pigl,genic
enh582,chr3,51128079.0,51129078.0,0.88,Ccrn4l,intergenic
enh583,chr6,31371001.0,31372000.0,0.8799,RP23-400L4.4,genic
enh584,chr12,73085014.0,73086013.0,0.8798,Six4,intergenic
enh585,chr18,67497347.0,67498346.0,0.8798,Spire1,genic
enh586,chr10,88684256.0,88685255.0,0.8794,Spic,overlapTSS
enh587,chr11,60414499.0,60415498.0,0.8793,Atpaf2,genic
enh588,chr1,186510122.0,186511121.0,0.8792,Tgfb2,intergenic
enh589,chr1,152915871.0,152916870.0,0.8791,Smg7,intergenic
enh590,chr11,12468998.0,12469997.0,0.879,Cobl,upstream
enh591,chr15,7168001.0,7169000.0,0.879,Lifr,genic
enh592,chr13,113769793.0,113770792.0,0.8787,Arl15,intergenic
enh593,chr7,133095318.0,133096317.0,0.8786,Fgfr2,genic
enh594,chr1,136677424.0,136678423.0,0.8785,AC125186.3,intergenic
enh595,chr1,36054156.0,36055155.0,0.8784,Hs6st1,intergenic
enh596,chr12,54102014.0,54103013.0,0.8784,AC139934.1,intergenic
enh597,chr3,68565079.0,68566078.0,0.8784,Schip1,genic
enh598,chr11,67011499.0,67012498.0,0.878,RP23-67J22.5,genic
enh599,chr10,62893253.0,62894252.0,0.8767,U6,genic
enh600,chr9,24160557.0,24161556.0,0.8767,Npsr1,genic
enh601,chr13,34109132.0,34110131.0,0.8766,Tubb2b,intergenic
enh602,chr19,4849001.0,4850000.0,0.8766,Ctsf,upstream
enh603,chr2,58604590.0,58605589.0,0.8764,Upp2,genic
enh604,chr16,48474888.0,48475887.0,0.8763,Morc1,genic
enh605,chr2,116978265.0,116979264.0,0.8763,U1,intergenic
enh606,chrX,8206875.0,8207874.0,0.8761,Porcn,upstream
enh607,chr1,136694424.0,136695423.0,0.8759999999999999,AC125186.3,upstream
enh608,chr17,33901056.0,33902055.0,0.8757,Daxx,upstream
enh609,chr10,28013195.0,28014194.0,0.8756,Ptprk,intergenic
enh610,chr14,76495194.0,76496193.0,0.8754,Tsc22d1,genic
enh611,chr10,121454945.0,121455944.0,0.8753,Rassf3,genic
enh612,chr17,63533652.0,63534651.0,0.8753,Fbxl17,intergenic
enh613,chr6,92246007.0,92247006.0,0.8753,Trh,upstream
enh614,chr8,63929204.0,63930203.0,0.8753,SNORA17,intergenic
enh615,chr8,106963101.0,106964100.0,0.8751,Sntb2,genic
enh616,chr3,18624001.0,18625000.0,0.8748,AC162611.1,intergenic
enh617,chrX,52758824.0,52759823.0,0.8746,RP23-426M5.1,intergenic
enh618,chr8,84022102.0,84023101.0,0.8745,4432412L15Rik,genic
enh619,chr6,67146007.0,67147006.0,0.8742,AC122296.1,intergenic
enh620,chr12,118766528.0,118767527.0,0.8741,7SK,intergenic
enh621,chr4,141284086.0,141285085.0,0.8741,RP23-18M1.5,downstream
enh622,chr7,133064318.0,133065317.0,0.8740000000000001,Fgfr2,genic
enh623,chr10,70359253.0,70360252.0,0.8737,AC122923.1,intergenic
enh624,chr2,129798265.0,129799264.0,0.8737,Stk35,upstream
enh625,chr12,102724791.0,102725790.0,0.8735,Moap1,intergenic
enh626,chr5,18688183.0,18689182.0,0.8734,SNORA17,intergenic
enh627,chr13,48159632.0,48160631.0,0.8733,AC154314.1,genic
enh628,chr15,96702570.0,96703569.0,0.8733,Slc38a2,upstream
enh629,chr6,136489480.0,136490479.0,0.8733,RP23-100O18.1,downstream
enh630,chr10,4492539.0,4493538.0,0.873,RP24-192F16.1,genic
enh631,chr2,132270265.0,132271264.0,0.873,Cds2,genic
enh632,chr9,88332163.0,88333162.0,0.873,Nt5e,genic
enh633,chr1,13083920.0,13084919.0,0.8727,AC118477.1,intergenic
enh634,chr17,80785661.0,80786660.0,0.8727,AC169501.1,intergenic
enh635,chr5,118435992.0,118436991.0,0.8726,AC132338.1,intergenic
enh636,chr6,122769983.0,122770982.0,0.8724,Slc2a3,intergenic
enh637,chr18,37889347.0,37890346.0,0.8723,Diap1,genic
enh638,chr10,61929253.0,61930252.0,0.8722,Col13a1,genic
enh639,chr16,30640915.0,30641914.0,0.8722,Fam43a,intergenic
enh640,chr6,122765983.0,122766982.0,0.8722,Slc2a3,intergenic
enh641,chr1,20866920.0,20867919.0,0.8719,AC156980.3,intergenic
enh642,chr16,17456908.0,17457907.0,0.8719,Crkl,genic
enh643,chr14,121505779.0,121506778.0,0.8717,Slc15a1,upstream
enh644,chr3,86845079.0,86846078.0,0.871,Dclk2,genic
enh645,chr12,86479051.0,86480050.0,0.8709,Esrrb,genic
enh646,chr15,62063446.0,62064445.0,0.8709,Pvt1,genic
enh647,chr2,59633944.0,59634943.0,0.8709,Tanc1,genic
enh648,chr3,11214001.0,11215000.0,0.8709,AC158155.1,intergenic
enh649,chr7,96244491.0,96245490.0,0.8708,Odz4,genic
enh650,chr17,63532652.0,63533651.0,0.8707,Fbxl17,intergenic
enh651,chr9,118537883.0,118538882.0,0.8706,Golga4,genic
enh652,chr9,113192883.0,113193882.0,0.8705,7SK,intergenic
enh653,chr19,42135511.0,42136510.0,0.8701,Avpi1,upstream
enh654,chr6,54855007.0,54856006.0,0.8701,Znrf2,genic
enh655,chr7,13014652.0,13015651.0,0.8701,Zbtb45,upstream
enh656,chr10,84555256.0,84556255.0,0.8696,AC140333.1,upstream
enh657,chr12,56296014.0,56297013.0,0.8696,7SK,intergenic
enh658,chr9,77759194.0,77760193.0,0.8696,Gclc,genic
enh659,chr11,40050499.0,40051498.0,0.8695,RP23-31O3.1,genic
enh660,chr9,45348918.0,45349917.0,0.8693,Tmprss13,downstream
enh661,chr15,10642246.0,10643245.0,0.8692,Rai14,genic
enh662,chr5,113597047.0,113598046.0,0.8691,AC121909.1,downstream
enh663,chr1,60851157.0,60852156.0,0.8689,Ctla4,intergenic
enh664,chr4,34558752.0,34559751.0,0.8689,Akirin2,genic
enh665,chr18,37771347.0,37772346.0,0.8688,Pcdhga2,genic
enh666,chr2,135656265.0,135657264.0,0.8686,Plcb4,upstream
enh667,chr16,26961915.0,26962914.0,0.8685,Gm606,genic
enh668,chr19,23132511.0,23133510.0,0.8685,AC121973.1,upstream
enh669,chr5,53541762.0,53542761.0,0.8684,AC084054.1,downstream
enh670,chr9,99419582.0,99420581.0,0.8684,Mras,genic
enh671,chr11,30750001.0,30751000.0,0.8682,RP23-358M10.2,overlapTSS
enh672,chr11,25474001.0,25475000.0,0.868,RP23-117H24.2,intergenic
enh673,chr4,116781396.0,116782395.0,0.868,Tesk2,genic
enh674,chr6,5019001.0,5020000.0,0.868,Ppp1r9a,genic
enh675,chr14,99338782.0,99339781.0,0.8679,U2,intergenic
enh676,chr9,78364194.0,78365193.0,0.8677,Dppa5a,downstream
enh677,chr11,80135499.0,80136498.0,0.8674,Atad5,genic
enh678,chr1,137263424.0,137264423.0,0.8673,U6,intergenic
enh679,chr15,102240570.0,102241569.0,0.8673,Rarg,genic
enh680,chr4,86241097.0,86242096.0,0.867,Adamtsl1,genic
enh681,chr7,133112318.0,133113317.0,0.867,Fgfr2,genic
enh682,chr2,112676844.0,112677843.0,0.8669,Ryr3,genic
enh683,chr12,61610014.0,61611013.0,0.8667,Lrfn5,genic
enh684,chr12,106175791.0,106176790.0,0.8664,SNORA17,intergenic
enh685,chr3,28842079.0,28843078.0,0.8664,Rpl22l1,intergenic
enh686,chr1,34073156.0,34074155.0,0.8662,Dst,genic
enh687,chr3,73434079.0,73435078.0,0.8658,Bche,intergenic
enh688,chr13,114025793.0,114026792.0,0.8656,Arl15,genic
enh689,chr2,106560844.0,106561843.0,0.8653,RP23-253D15.2,intergenic
enh690,chr10,28425195.0,28426194.0,0.8652,Ptprk,genic
enh691,chr9,77616194.0,77617193.0,0.865,Klhl31,intergenic
enh692,chr17,79745661.0,79746660.0,0.8646,1700038P13Rik,intergenic
enh693,chr8,36549947.0,36550946.0,0.8646,Dlc1,intergenic
enh694,chr11,101772687.0,101773686.0,0.8644,Etv4,genic
enh695,chr1,160309870.0,160310869.0,0.8637,Rabgap1l,genic
enh696,chr1,191661122.0,191662121.0,0.8637,Ints7,intergenic
enh697,chr7,95479491.0,95480490.0,0.8636,U6,intergenic
enh698,chr13,63530693.0,63531692.0,0.8633,Ptch1,genic
enh699,chr13,44677632.0,44678631.0,0.8631,Jarid2,intergenic
enh700,chr2,74176944.0,74177943.0,0.8631,RP23-238A18.2,intergenic
enh701,chr9,114583883.0,114584882.0,0.8629,Cnot10,downstream
enh702,chr2,102120844.0,102121843.0,0.8628,Ldlrad3,genic
enh703,chr1,119075424.0,119076423.0,0.8625,Gli2,intergenic
enh704,chr6,39445002.0,39446001.0,0.8625,Dennd2a,intergenic
enh705,chr9,45349918.0,45350917.0,0.8623,Tmprss13,downstream
enh706,chr16,30939915.0,30940914.0,0.8621,AI480653,intergenic
enh707,chr1,51536157.0,51537156.0,0.8618,Obfc2a,intergenic
enh708,chr8,48728647.0,48729646.0,0.8616,Odz3,genic
enh709,chr18,84933609.0,84934608.0,0.8611,Fbxo15,upstream
enh710,chr16,38557888.0,38558887.0,0.861,Tmem39a,upstream
enh711,chr2,166193501.0,166194500.0,0.861,RP23-120P1.3,upstream
enh712,chr19,7261511.0,7262510.0,0.8609,5S_rRNA,downstream
enh713,chr6,97102007.0,97103006.0,0.8608,A130022J15Rik,downstream
enh714,chr16,25049915.0,25050914.0,0.8605,AC133967.1,upstream
enh715,chr4,108218396.0,108219395.0,0.8604,Zyg11a,upstream
enh716,chr8,17576001.0,17577000.0,0.8604,Csmd1,intergenic
enh717,chr10,58354253.0,58355252.0,0.8602,Lims1,genic
enh718,chrX,52348824.0,52349823.0,0.8602,Gpc3,genic
enh719,chr16,38471919.0,38472918.0,0.8601,Cd80,genic
enh720,chr11,111042687.0,111043686.0,0.86,Kcnj16,intergenic
enh721,chr19,14677511.0,14678510.0,0.86,U4,intergenic
enh722,chrX,101481662.0,101482661.0,0.8599,U7,upstream
enh723,chr3,129217083.0,129218082.0,0.8598,Pitx2,genic
enh724,chr5,117395992.0,117396991.0,0.8598,AC113299.3,downstream
enh725,chr18,81865262.0,81866261.0,0.8595,SNORA17,intergenic
enh726,chr2,116977265.0,116978264.0,0.8593,U1,upstream
enh727,chr1,60850157.0,60851156.0,0.8592,Ctla4,intergenic
enh728,chr18,34815347.0,34816346.0,0.8589,Kdm3b,genic
enh729,chr2,146299265.0,146300264.0,0.8589,Ralgapa2,genic
enh730,chr1,135174424.0,135175423.0,0.8588,Gpr37l1,upstream
enh731,chr10,36935195.0,36936194.0,0.8588,Hdac2,intergenic
enh732,chr11,117975687.0,117976686.0,0.8586,Socs3,upstream
enh733,chr12,87289051.0,87290050.0,0.8582,Ism2,genic
enh734,chr2,65419944.0,65420943.0,0.8582,Scn3a,intergenic
enh735,chr13,111540793.0,111541792.0,0.8581,RP23-359G8.2,genic
enh736,chr7,82785491.0,82786490.0,0.8581,Eftud1,downstream
enh737,chr10,95455367.0,95456366.0,0.858,Mrpl42,intergenic
enh738,chr4,33340026.0,33341025.0,0.8579,Rngtt,genic
enh739,chr9,65619194.0,65620193.0,0.8578,Rbpms2,intergenic
enh740,chr1,62181427.0,62182426.0,0.8577,Pard3b,genic
enh741,chr5,102904982.0,102905981.0,0.8577,Mapk10,downstream
enh742,chr1,35944156.0,35945155.0,0.8575,Hs6st1,intergenic
enh743,chr1,157416870.0,157417869.0,0.8574,2810025M15Rik,genic
enh744,chr14,47572326.0,47573325.0,0.8573,AC123665.1,downstream
enh745,chr9,18721557.0,18722556.0,0.857,Olfr24,intergenic
enh746,chr19,29271511.0,29272510.0,0.8568,Jak2,genic
enh747,chr5,118444992.0,118445991.0,0.8567,AC132338.1,intergenic
enh748,chr3,103379078.0,103380077.0,0.8565,7SK,genic
enh749,chr17,53560676.0,53561675.0,0.8564,Kat2b,upstream
enh750,chr17,7533136.0,7534135.0,0.8561,5830477G23Rik,intergenic
enh751,chr5,32437628.0,32438627.0,0.8561,Ppp1cb,intergenic
enh752,chr12,3662001.0,3663000.0,0.856,Dtnb,genic
enh753,chr6,97521007.0,97522006.0,0.856,Frmd4b,genic
enh754,chr11,6038998.0,6039997.0,0.8557,Camk2b,genic
enh755,chr13,97588046.0,97589045.0,0.8557,AC124581.1,intergenic
enh756,chr15,16446246.0,16447245.0,0.8557,Cdh9,intergenic
enh757,chr3,102190078.0,102191077.0,0.8557,Vangl1,genic
enh758,chr11,6894998.0,6895997.0,0.8553,RP23-327K3.3,intergenic
enh759,chr3,81102079.0,81103078.0,0.8553,Pdgfc,genic
enh760,chr10,44368195.0,44369194.0,0.8549,Atg5,downstream
enh761,chr8,48751647.0,48752646.0,0.8549,Odz3,genic
enh762,chr3,86846079.0,86847078.0,0.8548,Dclk2,genic
enh763,chr7,24459982.0,24460981.0,0.8542,Plaur,upstream
enh764,chr10,52272195.0,52273194.0,0.8541,Dcbld1,genic
enh765,chr12,27031136.0,27032135.0,0.8536,Gm9866,intergenic
enh766,chr4,83489097.0,83490096.0,0.8536,Psip1,upstream
enh767,chr7,97804491.0,97805490.0,0.8535,Pak1,intergenic
enh768,chr13,37773132.0,37774131.0,0.8534,Rreb1,upstream
enh769,chr3,17489001.0,17490000.0,0.8534,SNORA48,intergenic
enh770,chr10,118460945.0,118461944.0,0.8532,Ifng,intergenic
enh771,chr14,77509194.0,77510193.0,0.8532,Enox1,genic
enh772,chr16,30820915.0,30821914.0,0.853,U6,downstream
enh773,chr4,123634758.0,123635757.0,0.8529,Macf1,genic
enh774,chr9,110952497.0,110953496.0,0.8529,Lrrc2,genic
enh775,chr13,63968693.0,63969692.0,0.8528,0610007P08Rik,intergenic
enh776,chr18,38635347.0,38636346.0,0.8526,Arhgap26,genic
